Date,Joy,Sad,Fear,Anger
2020-05-18,0.3974358974358974,0.4003308519437552,0.08209263854425145,0.12014061207609594
2020-05-19,0.4214970333181196,0.38977635782747605,0.07736193518941123,0.11136467366499316
2020-05-20,0.4321821821821822,0.3938938938938939,0.07682682682682683,0.0970970970970971
2020-05-21,0.4279176201372998,0.3999491482329011,0.07882023900330537,0.09331299262649377
2020-05-22,0.41646489104116224,0.4110842076943772,0.07775087436104386,0.09470002690341674
2020-05-23,0.4550930996714129,0.40416210295728366,0.06489594742606791,0.07584884994523548
2020-05-24,0.4087211929507456,0.4254405784003615,0.078852236782648,0.08698599186624492
2020-05-25,0.41174913998412277,0.41148451971421013,0.07568139719502513,0.10108494310664197
2020-05-26,0.38310154815009184,0.4305956441878772,0.07609551298871688,0.1102072946733141
2020-05-27,0.39055204614117,0.410601483109036,0.08349354572919528,0.11535292502059874
2020-05-28,0.3972174900624645,0.40176036342986937,0.08858603066439523,0.11243611584327087
2020-05-29,0.3848322526078376,0.40372145475049337,0.09360022554271215,0.11784606709895687
2020-05-30,0.4567342073897497,0.367818831942789,0.06555423122765197,0.1098927294398093
2020-05-31,0.4212225570383125,0.358803271631511,0.08200602668962548,0.13796814464055102
2020-06-01,0.38589818607372733,0.43300175541252195,0.07694558221181978,0.10415447630193095
2020-06-02,0.3867924528301887,0.4173715029277814,0.08100195185426155,0.11483409238776839
2020-06-03,0.3396981829380967,0.3942100400369572,0.10009239297813366,0.16599938404681244
2020-06-04,0.36792452830188677,0.43429919137466305,0.07277628032345014,0.125
2020-06-05,0.40349740932642486,0.41904145077720206,0.06865284974093264,0.10880829015544041
2020-06-06,0.3695652173913043,0.44501278772378516,0.0748081841432225,0.11061381074168798
2020-06-07,0.36673124827013565,0.4284528092997509,0.08109604207030169,0.12371990035981179
2020-06-08,0.371303074670571,0.42489019033674963,0.08960468521229868,0.11420204978038068
2020-06-09,0.38893766461808604,0.4261047702663155,0.08604038630377524,0.09891717881182324
2020-06-10,0.3890207715133531,0.4370919881305638,0.08486646884272997,0.08902077151335312
2020-06-11,0.3972939729397294,0.43050430504305043,0.07872078720787208,0.09348093480934809
2020-06-12,0.3528514791094846,0.46752058554437326,0.07502287282708142,0.1046050625190607
2020-06-13,0.39736399326977007,0.43157599551318004,0.07823892316320807,0.09282108805384184
2020-06-14,0.3469387755102041,0.4852607709750567,0.07482993197278912,0.09297052154195011
2020-06-15,0.3726859937128886,0.44882989870764933,0.08662242403073699,0.09186168354872512
2020-06-16,0.3640793595544727,0.42429516185172295,0.09432648799164636,0.11729899060215802
2020-06-17,0.37413862991487634,0.4142683421159303,0.08715038508309687,0.12444264288609648
2020-06-18,0.39943741209563993,0.4083450539146742,0.07407407407407407,0.11814345991561181
2020-06-19,0.33235969121635717,0.36198622991863133,0.1381180888796161,0.16753598998539537
2020-06-20,0.3547044129891757,0.3488759367194005,0.13301415487094087,0.16340549542048294
2020-06-21,0.358298755186722,0.3394190871369295,0.13817427385892117,0.16410788381742739
2020-06-22,0.32939958592132507,0.3650103519668737,0.13643892339544514,0.16915113871635612
2020-06-23,0.32542302930251754,0.33594717292612464,0.13867106892282294,0.19995872884853488
2020-06-24,0.34193148988856786,0.359678085018572,0.13041683862979778,0.16797358646306232
2020-06-25,0.32502061005770816,0.3623248145094806,0.14014839241549876,0.17250618301731244
2020-06-26,0.30388109000825764,0.39801816680429397,0.12427745664739884,0.17382328654004955
2020-06-27,0.32932891466445735,0.4183927091963546,0.11329743164871582,0.13898094449047224
